,S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
178,178,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2014,40000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,22.95
179,179,Chevrolet Beat Diesel LT,Jaipur,2012,88000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,,1.5
180,180,Skoda Superb Elegance 1.8 TSI AT,Kochi,2012,53537,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,6.89
181,181,Ford Fiesta 1.4 TDCi EXI Limited Edition,Chennai,2006,216000,Diesel,Manual,Second,17.8 kmpl,1399 CC,68 bhp,5.0,,1.45
182,182,BMW 5 Series 520d Luxury Line,Hyderabad,2014,51000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,69.47 Lakh,33.5
183,183,Chevrolet Optra Magnum 1.6 LS BS3,Jaipur,2007,118500,Petrol,Manual,First,12.9 kmpl,1598 CC,102.5 bhp,5.0,,1.25
184,184,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,63000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,4.2
185,185,Renault Lodgy 110PS RxZ 8 Seater,Mumbai,2015,25000,Diesel,Manual,First,19.98 kmpl,1461 CC,108.5 bhp,8.0,,6.75
186,186,Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2014,37382,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5.0,,32.0
187,187,Maruti Baleno Alpha,Kochi,2017,24773,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,8.78 Lakh,7.5
188,188,Hyundai Verna 1.6 SX,Delhi,2012,62000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,4.6
189,189,Hyundai i10 Magna 1.1,Kochi,2017,52340,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,4.04
190,190,Mahindra Scorpio 1.99 S10 4WD,Kochi,2016,56739,Diesel,Manual,First,15.4 kmpl,1997 CC,120 bhp,7.0,,10.31
191,191,Land Rover Range Rover 2.2L Dynamic,Coimbatore,2018,36091,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,55.76
192,192,Ford Figo Diesel ZXI,Chennai,2010,120000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,2.6
193,193,Maruti Ertiga ZDI,Mumbai,2016,33000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,12.74 Lakh,8.5
194,194,Honda City 1.5 GXI,Ahmedabad,2007,60006,Petrol,Manual,First,0.0 kmpl,,,,,2.95
195,195,Honda Amaze S i-Dtech,Kolkata,2014,52000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.5
196,196,Hyundai i10 Magna,Jaipur,2015,43571,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.55
197,197,Honda Amaze S i-Dtech,Kolkata,2013,50000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.25
198,198,Skoda Laura Ambiente,Hyderabad,2008,113000,Diesel,Manual,First,17.5 kmpl,1896 CC,106 bhp,5.0,,4.5
199,199,Renault Duster 85PS Diesel RxL,Delhi,2014,90000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,,5.35
200,200,Mahindra NuvoSport N6,Chennai,2017,29000,Diesel,Manual,Second,17.45 kmpl,1493 CC,100 bhp,7.0,10.52 Lakh,6.5
201,201,Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.98 Lakh,9.0
202,202,Hyundai i20 Asta Option 1.2,Kochi,2016,61012,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.0
203,203,Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,Petrol,Manual,First,14.7 kmpl,1390 CC,85 bhp,5.0,,2.75
204,204,Tata Indigo eCS GLX,Pune,2010,70500,Petrol,Manual,First,15.64 kmpl,1193 CC,64.1 bhp,5.0,,1.5
205,205,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,,19.9
206,206,Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,Petrol,Automatic,First,14.7 kmpl,1798 CC,177.5 bhp,5.0,,10.0
207,207,Toyota Etios Liva GD SP,Delhi,2014,104000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5.0,,3.0
208,208,Maruti Swift 1.3 VXi,Kolkata,2010,42001,Petrol,Manual,First,16.1 kmpl,,,,,2.11
209,209,Mercedes-Benz B Class B180,Kochi,2014,37245,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5.0,,11.96
210,210,Honda Amaze S Diesel,Kolkata,2013,45000,Diesel,Manual,First,27.4 kmpl,1498 CC,98.6 bhp,5.0,8.54 Lakh,3.25
211,211,Hyundai Verna 1.6 SX,Jaipur,2012,117837,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,5.0,,4.75
212,212,Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,5.0,,5.95
213,213,Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Petrol,Manual,Second,15.29 kmpl,1591 CC,121.3 bhp,5.0,,8.15
214,214,Maruti Wagon R AMT VXI,Mumbai,2016,8500,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5.0,,4.22
215,215,Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5.0,,10.5
216,216,Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,Diesel,Automatic,First,11.8 kmpl,2967 CC,246.7 bhp,5.0,,45.0
217,217,Hyundai i10 Magna 1.1,Pune,2012,44000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,,2.9
218,218,Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5.0,,8.9
219,219,Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5.0,33.58 Lakh,26.0
220,220,Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5.0,,8.22
221,221,Honda Amaze VX i-DTEC,Kolkata,2014,64000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.5
222,222,Maruti Wagon R LXI,Chennai,2004,61000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,,1.25
223,223,Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,Diesel,Manual,First,21.03 kmpl,1461 CC,65 bhp,5.0,9.12 Lakh,3.7
224,224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,39.41
225,225,Maruti Wagon R VXI,Kolkata,2013,32000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.29 Lakh,2.65
226,226,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.5 bhp,5.0,,8.92
227,227,Maruti Swift VDI BSIV,Delhi,2013,47000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,,4.1
228,228,Mini Cooper Convertible S,Kochi,2017,26327,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,4.0,44.28 Lakh,35.67
229,229,Ford Figo Diesel,Bangalore,2015,70436,Diesel,Manual,First,0.0 kmpl,1498 CC,99 bhp,,,3.6
230,230,Tata Indica V2 DLS BSII,Jaipur,2007,200000,Diesel,Manual,Second,17.2 kmpl,1396 CC,53.5 bhp,5.0,,0.85
231,231,Chevrolet Beat LT,Kochi,2016,60813,Petrol,Manual,Second,18.6 kmpl,1199 CC,76.8 bhp,5.0,,3.32
232,232,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,3.6
233,233,Maruti Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,6.8
234,234,Ford Figo Diesel EXI,Kolkata,2012,41284,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,,2.5
235,235,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,20.74 Lakh,19.64
236,236,Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Diesel,Automatic,Second,11.72 kmpl,2199 CC,194.3 bhp,7.0,,7.0
237,237,Honda City i-VTEC V,Kolkata,2011,32572,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,11.74 Lakh,3.87
238,238,Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.27
239,239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,18.12
240,240,Chevrolet Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,,2.65
241,241,Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,7.2
242,242,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,14.3
243,243,Maruti Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,,6.9
244,244,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,10.75
245,245,Hyundai Santro Xing XO eRLX Euro II,Mumbai,2007,72000,Petrol,Manual,Third,17.0 kmpl,1086 CC,null bhp,5.0,,0.95
246,246,Honda City i VTEC V,Kochi,2016,33915,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,8.09
247,247,BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,,18.5
248,248,Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,4.75
249,249,Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,8.45
250,250,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.6 bhp,5.0,,3.5
251,251,Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,13.1 kmpl,1493 CC,82 bhp,5.0,,1.8
252,252,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,19.91 kmpl,1498 CC,103.6 bhp,5.0,,3.7
253,253,Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,7.17
254,254,Hyundai i10 Era,Jaipur,2010,83000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,1.75
255,255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,Diesel,Automatic,First,16.38 kmpl,1995 CC,183 bhp,5.0,,21.99
256,256,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,25.52 Lakh,18.65
257,257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,Third,19.7 kmpl,796 CC,35 bhp,5.0,,1.85
258,258,Maruti Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,5.0,,5.95
259,259,Hyundai Grand i10 Magna,Mumbai,2014,16514,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3.75
260,260,Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,3.75
261,261,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5.0,14.07 Lakh,2.6
262,262,Hyundai Santro Xing XL,Hyderabad,2006,99000,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5.0,,1.75
263,263,Hyundai i20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,2.8
264,264,Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,95.13 Lakh,61.29
265,265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Diesel,Manual,Second,15.8 kmpl,2148 CC,170 bhp,5.0,,18.0
266,266,Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,4.35
267,267,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,13.75
268,268,Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5.0,,2.0
269,269,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5.0,,10.0
270,270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,First,17.8 kmpl,1248 CC,76 bhp,5.0,,1.65
271,271,BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,Diesel,Automatic,First,16.55 kmpl,2993 CC,258 bhp,5.0,,45.77
272,272,Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.25
273,273,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,12.8
274,274,Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5.0,,0.55
275,275,Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,,7.15
276,276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8.0,,7.0
277,277,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,8.34 Lakh,3.75
278,278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,5.0,,8.5
279,279,Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,4.35
280,280,Maruti Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,3.26
281,281,Honda City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,4.21
282,282,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,70.36
283,283,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,17.0 kmpl,1896 CC,105 bhp,5.0,,2.95
284,284,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,4.28
285,285,Honda City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,,3.57
286,286,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5.0,,3.11
287,287,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5.0,,5.96
288,288,Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,4.7
289,289,Honda City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,6.9
290,290,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,8.34 Lakh,5.25
291,291,BMW 5 Series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5.0,,28.0
292,292,Maruti Wagon R LXI Minor,Delhi,2009,60000,Petrol,Manual,First,18.9 kmpl,1061 CC,67 bhp,5.0,,1.35
293,293,Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5.0,8.85 Lakh,4.85
294,294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,15.0 kmpl,1896 CC,105 bhp,5.0,,6.7
295,295,Hyundai i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.1
296,296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5.0,,18.64
297,297,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.8
298,298,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,25.4 Lakh,20.25
299,299,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,26.78
300,300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,7.0,,8.26
301,301,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3.89
302,302,Maruti Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,,2.1
303,303,Honda City i-VTEC CVT ZX,Mumbai,2017,15000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,16.67 Lakh,12.69
304,304,Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5.0,,2.58
305,305,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,20.77
306,306,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,,20.26
307,307,Hyundai Santro Xing XL,Chennai,2006,58000,Petrol,Manual,Second,0.0 kmpl,1086 CC,null bhp,5.0,,1.5
308,308,Maruti Swift VDI BSIV,Kolkata,2011,60020,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,,2.5
309,309,Maruti Celerio VXI AT,Hyderabad,2014,77815,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.25
310,310,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,5.0,79.43 Lakh,57.0
311,311,Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,44.0
312,312,Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,3.65
313,313,Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5.0,,2.05
314,314,Honda Brio 1.2 VX MT,Kochi,2012,91931,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,6.62 Lakh,3.13
315,315,Tata Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,Second,14.07 kmpl,2956 CC,83.1 bhp,7.0,,1.5
316,316,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,5.0,,2.85
317,317,Maruti Wagon R LXI BS IV,Delhi,2012,65000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.65
318,318,Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,10.6
319,319,Tata Indigo LS Dicor,Pune,2008,138000,Diesel,Manual,Second,17.1 kmpl,1396 CC,70 bhp,5.0,,1.25
320,320,Maruti Ertiga Paseo VXI,Mumbai,2018,18000,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7.0,,8.25
321,321,Honda Accord 2.4 A/T,Mumbai,2011,60000,Petrol,Automatic,First,11.7 kmpl,2354 CC,177.6 bhp,5.0,,4.45
322,322,Maruti Swift Dzire VDi,Kolkata,2012,48000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,3.7
323,323,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5.0,,2.8
324,324,Honda City ZX GXi,Kolkata,2008,40000,Petrol,Manual,First,17.7 kmpl,1497 CC,78 bhp,5.0,,1.8
325,325,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,21.95
326,326,BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,Diesel,Automatic,First,9.52 kmpl,2993 CC,313 bhp,4.0,,49.0
327,327,Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,Diesel,Automatic,First,14.75 kmpl,2967 CC,245 bhp,7.0,1.04 Cr,62.67
328,328,Maruti Zen Estilo LXI Green (CNG),Pune,2008,42496,CNG,Manual,First,26.3 km/kg,998 CC,67.1 bhp,5.0,,1.4
329,329,Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,,5.5
330,330,Hyundai i10 Sportz AT,Bangalore,2009,37000,Petrol,Automatic,Third,16.95 kmpl,1197 CC,78.9 bhp,5.0,,2.95
331,331,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,,6.86
332,332,Maruti Swift VDI BSIV,Hyderabad,2015,76496,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,6.15
333,333,Hyundai i20 Asta 1.2,Pune,2011,79152,Petrol,Manual,Second,18.5 kmpl,1197 CC,82.85 bhp,5.0,,3.3
334,334,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,2.55
335,335,Maruti Alto LXi,Ahmedabad,2009,35000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.5
336,336,Toyota Corolla H4,Chennai,2004,105000,Petrol,Automatic,Second,11.3 kmpl,1794 CC,125 bhp,5.0,,2.5
337,337,Maruti Alto LXi,Chennai,2006,56000,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.4
338,338,Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5.0,,3.4
339,339,Maruti Alto LXi,Pune,2012,38000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,2.25
340,340,Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5.0,,7.5
341,341,Toyota Corolla H4,Kolkata,2008,80000,Petrol,Automatic,First,11.3 kmpl,1794 CC,125 bhp,5.0,,2.8
342,342,Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,7.66
343,343,Maruti Vitara Brezza LDi,Chennai,2016,45000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,9.12 Lakh,7.15
344,344,Honda City 1.5 V MT,Delhi,2010,87430,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.5
345,345,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Diesel,Manual,Second,18.0 kmpl,1248 CC,75 bhp,5.0,,3.5
346,346,Honda Amaze S i-Dtech,Kolkata,2013,57000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.45
347,347,Hyundai EON D Lite Plus,Coimbatore,2016,27904,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.55
348,348,BMW 3 Series Luxury Line,Kochi,2015,30717,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,5.0,58.67 Lakh,25.99
349,349,Hyundai Verna 1.6 SX,Bangalore,2012,80000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,5.25
350,350,Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,Diesel,Manual,First,21.02 kmpl,1248 CC,88.8 bhp,5.0,,2.9
351,351,Skoda Octavia RS,Jaipur,2005,100000,Petrol,Automatic,First,14.45 kmpl,1984 CC,227 bhp,5.0,28.37 Lakh,2.05
352,352,Maruti Alto K10 VXI,Pune,2017,30000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,4.48 Lakh,3.75
353,353,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,6.75
354,354,Chevrolet Spark 1.0 LS,Kolkata,2011,21000,Petrol,Manual,Second,18.0 kmpl,995 CC,62 bhp,5.0,,0.95
355,355,Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,Diesel,Automatic,First,19.33 kmpl,1999 CC,177 bhp,5.0,72.64 Lakh,52.0
356,356,Honda CR-V RVi MT,Jaipur,2007,119000,Petrol,Manual,Third,13.1 kmpl,1997 CC,141.1 bhp,5.0,,3.91
